perkara_id;tanggal_putusan;jenis_perkara_nama;umur_p;umur_t;lama_pernikahan_bulan;faktor;kecamatan_p;kabupaten_p;kecamatan_t;kabupaten_t
33132;21/03/2022;Cerai Gugat;40;40;98;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo.;Kecamatan Lowokwaru;Kota Malang.
33176;21/03/2022;Cerai Gugat;27;30;43;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Jenu;Kabupaten Tuban
33183;21/03/2022;Cerai Gugat;28;29;31;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan candi Kabupaten    Sidoarjo – Jawa Timur;Kabupaten    Sidoarjo – Jawa Timur;Kecamatan Kraton Kabupaten Pasuruan;Kabupaten Pasuruan
33215;21/03/2022;Cerai Gugat;29;0;31;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab. Sidoarjo;Sidoarjo;KABUPATEN SIDOARJO
32705;21/03/2022;Cerai Gugat;21;24;31;Ekonomi;Kecamatan Taman Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Waru Kabupaten Sidoarjo.;Kabupaten Sidoarjo.
32194;21/03/2022;Cerai Talak;37;33;96;Peselisihan dan Pertengkaran Terus Menerus;Panakkukang;Kota Makassar;Kecamatan Waru;Kab. Sidoarjo
33244;21/03/2022;Cerai Talak;34;32;150;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Porong;Kabupaten Sidoarjo
32487;21/03/2022;Cerai Gugat;26;26;16;Ekonomi;Kecamatan Tulangan;Kabupaten Sidoarjo;Gempol;Kabupaten Pasuruan
33269;21/03/2022;Cerai Talak;31;26;30;Ekonomi;Kecamatan Genteng;Kabupaten Sidoarjo (Kontrakan Ibu Widya Anggarini);Kecamatan Sedati;Kabupaten Sidoarjo
33297;22/03/2022;Cerai Gugat;37;40;48;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Kebonsari";Kecamatan Sidoarjo;Kabupaten Sidoarjo
31762;22/03/2022;Cerai Gugat;36;;246;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kab. Sidoarjo;0; sekarang tidak diketahui keberadaannya di wilayah NKRI.
31763;22/03/2022;Cerai Gugat;40;;67;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian;Kab. Sidoarjo;0; sekarang tidak diketahui keberadaannya di wilayah NKRI.
31782;22/03/2022;Cerai Gugat;29;40;24;Peselisihan dan Pertengkaran Terus Menerus;Candi;Kabupaten Sidoarjo;0;Kabupaten Sidoarjo namun sekarang tidak diketahui alamat/tempat tinggalnya dengan jelas di seluruh wilayah Negara Republik Indonesia
33324;22/03/2022;Cerai Gugat;21;33;48;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Kutorejo;Kabupaten Mojokerto
32573;22/03/2022;Cerai Gugat;35;52;80;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kabupaten Sidoarjo;Kecamatan Gedangan;Kabupaten Sidoarjo
33345;22/03/2022;Cerai Gugat;31;46;164;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tempursari;Kabupaten Lumajang saat ini tinggal di Jl. H. Syukur;Kecamatan Tempursari;Kabupaten Lumajang
33363;22/03/2022;Cerai Gugat;47;47;75;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo;Kecamatan Porong;Kabupaten Sidoarjo
31845;22/03/2022;Cerai Gugat;36;;20;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kab. Sidoarjo;Mojosari;Kab. Mojokerto
31599;22/03/2022;Cerai Gugat;37;;142;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo; , sekarang tidak diketahui keberadaannya di wilayah NKRI.; sekarang tidak diketahui keberadaannya di wilayah NKRI.
31857;22/03/2022;Cerai Gugat;32;;92;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab. Sidoarjo;Kecamatan Waru;Kab. Sidoarjo
33144;22/03/2022;Cerai Talak;43;43;252;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati kabupaten Sidoarjo.;kabupaten Sidoarjo.;Kecamatan Sedati  Kabupaten Sidoarjo;Kabupaten Sidoarjo
33230;22/03/2022;Cerai Gugat;36;39;101;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gerih;"Kabupaten Ngawi
  (Alamat Sekarang) Dusun Bringin Kulon";Kecamatan Gerih;Kabupaten Ngawi
33232;22/03/2022;Cerai Gugat;42;34;9;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Puri;Kabupaten Mojokerto. (Rumah Orang Tua Tergugat)
32769;23/03/2022;Cerai Gugat;49;63;283;Ekonomi;Kecamatan Waru;Kabupaten Sidoarjo saat ini berdomisili di Perumahan Tambakrejo;Kecamatan Waru;Kabupaten Sidoarjo
33283;23/03/2022;Cerai Gugat;0;0;268;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo.;Kecamatan Prambon;Kabupaten Sidoarjo.
33067;23/03/2022;Cerai Gugat;22;26;4;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Dampit Kabupaten Malang;Kabupaten Malang
33352;23/03/2022;Cerai Gugat;39;40;216;Ekonomi;Kec.Waru; Sidoarjo;Kec.Gedangan;Kab.Sidoarjo ( Rumah Kos Bpk.H.Isman Aziz/ Ibu.Tatik )
32606;23/03/2022;Cerai Gugat;39;46;242;Ekonomi;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Taman;"Kabupaten Sidoarjo;"
33386;23/03/2022;Cerai Talak;44;47;87;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo.;Kota Utara;Kota Utara
33397;23/03/2022;Cerai Gugat;32;38;138;Peselisihan dan Pertengkaran Terus Menerus;Sidoarjo;Kabupaten Sidoarjo;Sidoarjo;Kab. Sidoarjo
32905;23/03/2022;Cerai Gugat;22;26;20;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tulangan Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Tulangan Kabupaten Sidoarjo;Kabupaten Sidoarjo
33161;23/03/2022;Cerai Talak;38;37;71;Ekonomi;Kecamatan Porong;"Kabupaten Sidoarjo
  (Alamat Sekarang) Jalan Jenggala nomor 152";Kecamatan Porong;Kabupaten Sidoarjo
32397;23/03/2022;Cerai Talak;55;55;341;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan X Koto Singkarak;Kabupaten Solo;Kecamatan Sedati;Kabupaten Sidoarjo
33439;23/03/2022;Cerai Gugat;35;33;55;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Gresik. Domisili sekarang : Jalan Taman Andhika A-36;Pagelaran;Kabupaten Gresik. Domisili Sekarang : Dusun Sidorejo
33185;23/03/2022;Cerai Talak;29;28;130;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonayu;"Kabupaten Sidoarjo
  (Alamat Sekarang) Dusun Pendem";Kecamatan Wonayu;Kabupaten Sidoarjo
33186;23/03/2022;Cerai Talak;24;;36;Ekonomi;Driyorejo;Kab. Gresik;Kecamatan Krian;Kab. Sidoarjo
32432;23/03/2022;Cerai Talak;38;31;165;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo;Kecamatan Balongbendo;Kabupaten Sidoarjo
33466;23/03/2022;Cerai Gugat;35;31;106;Ekonomi;Kecamatan Gedangan Kabupaten Sidoarjo.;Kabupaten Sidoarjo.;Kecamatan Gedangan Kabupaten Sidoarjo sekarang bertempat tinggal di Masangan wetan RT 004 RW  001 Desa/Kelurahan Masangan Kecamatan Sukodono Kabupaten Sidoarjo;Kabupaten Sidoarjo sekarang bertempat tinggal di Masangan wetan RT 004 RW  001 Desa/Kelurahan Masangan Kecamatan Sukodono Kabupaten Sidoarjo
32970;23/03/2022;Cerai Gugat;36;34;130;Peselisihan dan Pertengkaran Terus Menerus;Jl. Bringin Indah F-4/45 RT 04 RW 02 Desa/Kel. sambibulu Keamatan.Taman Kabupaten  Sidoarjo;Kabupaten  Sidoarjo;Kecamatan Krian Kabupaten Sidoarjo. (rumah bapak ROKIM ROLIS ARIFIN );Kabupaten Sidoarjo. (rumah bapak ROKIM ROLIS ARIFIN )
33298;24/03/2022;Cerai Gugat;22;27;30;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo;Kecamatan Buduran;Kabupaten Sidoarjo
33558;24/03/2022;Cerai Gugat;35;39;182;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidokare Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Sidoarjo Kabupaten Sidoarjo;Kabupaten Sidoarjo
33304;24/03/2022;Cerai Talak;36;34;194;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo;Kecamatan Tarik;Kabupaten Sidoarjo (Beda Rumah
33306;24/03/2022;Cerai Gugat;35;49;211;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo dan    sekarang tinggal di Dusun Kedungnolo  RT.003 RW.002 Desa    Tanjek Wagir;Kecamatan Krembung;Kabupaten Sidoarjo
33307;24/03/2022;Cerai Gugat;27;26;30;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Dlanggu;Kabupaten Sidoarjo. (Rumah Orang Tua Tergugat)
33103;24/03/2022;Cerai Gugat;28;28;69;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;Kabupaten Sidoarjo;Kecamatan Wonoayu;Kabupaten Sidoarjo
32349;24/03/2022;Cerai Gugat;40;49;246;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tekung;Kabupaten Lumajang;Kecamatan Tekung;Kabupaten Lumajang
33127;24/03/2022;Cerai Talak;31;27;20;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gempol;Kabupaten Pasuruan;Kecamatan Jabon;Kabupaten Sidoarjo
32880;24/03/2022;Cerai Gugat;34;40;69;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;Kabupaten Sidoarjo;Kecamatan Krembung;Kabupaten Sidoarjo namun sekarang tidak diketahui tempat tinggalnya baik di dalam maupun di luar Wilayah Republik Indonesia dalam kedudukannya sebagai Tergugat
33396;24/03/2022;Cerai Gugat;22;27;64;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo saat ini tinggal di Lotus Residence I Blok C8;Kecamatan Taman;Kabupaten Sidoarjo
32376;24/03/2022;Cerai Gugat;46;57;335;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Candi;Kabupaten Sidoarjo;Kecamatan Candi;Kabupaten Sidoarjo.
33402;24/03/2022;Cerai Gugat;30;32;71;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;"Kabupaten Sidoarjo;";Kecamatan Waru;"Kabupaten Sidoarjo;"
33406;24/03/2022;Cerai Talak;30;28;94;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo (Rumah Orang Tua Pemohon/ Bapak Suwito);Kecamatan Balongbendo;Kabupaten Sidoarjo
32394;24/03/2022;Cerai Talak;43;39;128;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon Kabupaten Sidoarjo sekarang bertempat tinggal di Dusun Jetis RT 05 RW 02 Desa Balongtani Kecamatan Jabon Kabupaten Sidoarjo.;Kabupaten Sidoarjo sekarang bertempat tinggal di Dusun Jetis RT 05 RW 02 Desa Balongtani Kecamatan Jabon Kabupaten Sidoarjo.;Kecamatan Jabon Kabupaten Sidoarjo.;Kabupaten Sidoarjo.
32400;24/03/2022;Cerai Gugat;54;53;332;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Buduran;Kabupaten Sidoarjo;Kecamatan Buduran;Kabupaten Sidoarjo
33428;24/03/2022;Cerai Gugat;52;46;39;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
32934;24/03/2022;Cerai Talak;32;32;119;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kab. Sidoarjo;Kecamatan Porong;Kab. Sidoarjo
32481;24/03/2022;Cerai Talak;49;45;283;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukodono;Kabupaten Sidoarjo;Kecamatan Sedati;Kabupaten Sidoarjo.(rumah ibu Khaula adik kandung Termohon)
33265;24/03/2022;Cerai Gugat;37;40;221;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Candi;Kabupaten Sidoarjo;Kecamatan Garum;Kabupaten Blitar
33014;24/03/2022;Cerai Talak;40;37;248;Peselisihan dan Pertengkaran Terus Menerus;Kec. Buduran Kab. Sidoarjo;Kab. Sidoarjo;Kec. Buduran Kab. Sidoarjo;Kab. Sidoarjo
33273;24/03/2022;Cerai Gugat;44;41;149;Peselisihan dan Pertengkaran Terus Menerus;"
  Kec,Gondang Wetan Kab. Pasuruan
Alamat Sekarang: Kebonsari RT 005 RW 001  Desa/Kel. Kebonsari";"Kab. Pasuruan
Alamat Sekarang: Kebonsari RT 005 RW 001  Desa/Kel. Kebonsari";Kec. Pohjentrek Kab.Pasuruan;Kab.Pasuruan
33021;24/03/2022;Cerai Talak;27;27;57;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo saat ini tinggal di Ngampel;Kecamatan Taman;Kabupaten Sidoarjo
33378;25/03/2022;Cerai Gugat;23;23;31;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Prambon;Kabupaten Sidoarjo;Kecamatan Wringinanom;Kabupaten Gresik
33484;25/03/2022;Cerai Talak;40;31;165;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krian  Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Balongbendo Kabupaten Sidoarjo (Rumah Bapak Suhardi);Kabupaten Sidoarjo (Rumah Bapak Suhardi)
33550;28/03/2022;Cerai Gugat;50;51;345;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggul Angin Kabupaten Sidoarjo;Kabupaten Sidoarjo;Kecamatan Candi Kabupaten Sidoarjo;Kabupaten Sidoarjo
32546;28/03/2022;Cerai Gugat;27;38;114;Peselisihan dan Pertengkaran Terus Menerus;"Kec.Buduran 
   Kab.  Sidoarjo";Kab.  Sidoarjo;Kec. Sedati;"Kab. Sidoarjo. (Sesuai KTP). 
Tempat tinggal    : Wagir Indah"
33332;28/03/2022;Cerai Talak;41;39;188;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo
31806;28/03/2022;Cerai Talak;41;39;132;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Candi;"Kabupaten Sidoarjo
  (Alamat Sekarang) Perumahan Griya Permata Hijau";Kecamatan Candi;Kabupaten Sidoarjo
33106;28/03/2022;Cerai Gugat;47;48;312;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tulangan;Kabupaten Sidoarjo;Kedungkandang;Kota Malang
33392;28/03/2022;Cerai Gugat;44;46;122;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Rungkut;Kabupaten Sidoarjo;Kecamatan Rungkut;Kota Surabaya
33417;28/03/2022;Cerai Gugat;27;30;125;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo saat ini tinggal di Panggreh;Kecamatan Jabon;Kabupaten Sidoarjo
33425;28/03/2022;Cerai Gugat;40;42;269;Ekonomi;Kecamatan Buduran;"Kabupaten Sidoarjo;";Kecamatan Buduran;Kabupaten Sidoarjo
33427;28/03/2022;Cerai Talak;46;46;220;Peselisihan dan Pertengkaran Terus Menerus;Mojosari;Kabupaten Mojokerto;Kecamatan Tarik;Kabupaten Sidoarjo (Rumah Orangtua Termohon)
33430;28/03/2022;Cerai Gugat;29;35;90;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo saat ini tinggal di Jl. H. Abdul Rahman 198;Kecamatan Sedati;Kabupaten Sidoarjo (Lapangan Podomoro)
33431;28/03/2022;Cerai Talak;34;31;153;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo dan   Sekarang tinggal di Dusun Mbayung RT.010 RW.003 Desa Panggreh    Kecamatan Jabon Kabupaten Sidoarjo;Krembung;Kabupaten Sidoarjo
33441;28/03/2022;Cerai Gugat;39;42;235;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;Kab. Sidoarjo;Kecamatan Wonoayu;Kab. Sidoarjo
32728;28/03/2022;Cerai Talak;49;;260;Poligami;Kecamatan Waru;Kab. Sidoarjo;Kecamatan Waru;Kab. Sidoarjo
33242;28/03/2022;Cerai Gugat;25;27;63;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tulangan;Kabupaten Sidoarjo;Kecamatan Tulangan;Kabupaten Sidoarjo
33252;28/03/2022;Cerai Talak;53;49;275;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo saat ini tinggal di Perum Bluru Permai AA-15;Kecamatan Sidoarjo;Kabupaten Sidoarjo (Kontrakan Bapak Dedi Junaidi)
33509;28/03/2022;Cerai Gugat;21;24;39;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggulangin;"Kabupaten Sidoarjo
  (Alamat Sekarang) Desa Kaliampo";Kecamatan Tanggulangin;Kabupaten Sidoarjo
33008;28/03/2022;Cerai Gugat;37;44;94;Peselisihan dan Pertengkaran Terus Menerus;Buduran;Kab. Sidoarjo;Kecamatan Tegalsari;Kota Surabaya
33013;28/03/2022;Cerai Gugat;31;33;53;Peselisihan dan Pertengkaran Terus Menerus;Kec. Sidoarjo; Kab Sidoarjo;Kec. Sidoarjo; Surabaya.
33565;29/03/2022;Cerai Gugat;42;55;283;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kabupaten Sidoarjo saat ini tinggal di Semambung;Kecamatan Gedangan;Kabupaten Sidoarjo
33062;29/03/2022;Cerai Gugat;50;53;346;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab. Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo (Di rumah Bu Siti Orang Tua Tergugat)
33329;29/03/2022;Cerai Gugat;26;;78;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kab. Sidoarjo;Gempol;Kab. Pasuruan
33347;29/03/2022;Cerai Gugat;26;28;73;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Semboro Kabupaten Jember sekarang berdomisili di Jln.Kamboja RT 01 RW 03 Desa/Ketajen  Ketajen Kecamatan Gedangan Kabupaten Sidoarjo.;Kabupaten Jember sekarang berdomisili di Jln.Kamboja RT 01 RW 03 Desa/Ketajen  Ketajen Kecamatan Gedangan Kabupaten Sidoarjo.;Kecamatan Semboro Kabupaten Jember;Kabupaten Jember
32852;29/03/2022;Cerai Talak;47;52;293;Meninggalkan Salah Satu Pihak;Kec. Sidoarjo;Kab. Sidoarjo;Kec. Sidoarjo;Kab. Sidoarjo. (sesuai KTP).
33109;29/03/2022;Cerai Gugat;30;32;98;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sedati;Kabupaten Sidoarjo dan sekarang tinggal di Perum Graha Cemandi Residence B-7 Jalan Raya Kalanganyar Desa Cemandi Kecamatan Sedati;Beji;Kabupaten Pasuruan
33121;29/03/2022;Cerai Gugat;26;26;45;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kabupaten Sidoarjo;Kecamatan Mojoanyar;Kabupaten Mojokerto
33140;29/03/2022;Cerai Talak;21;19;31;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Gedangan;Kabupaten Sidoarjo
33150;29/03/2022;Cerai Talak;28;24;11;Peselisihan dan Pertengkaran Terus Menerus;"Kec.  
      Balongbendo Kab. Sidoarjo";Kab. Sidoarjo;"Kec. Selogiri  
                                            Kab. Wonogiri dan/atau sekarang berdomisili di desa 
                                            Ngaban RT 005 RW 002 Kec. Tanggulangin Kab. 
                                            Sidoarjo";"Kab. Wonogiri dan/atau sekarang berdomisili di desa 
                                            Ngaban RT 005 RW 002 Kec. Tanggulangin Kab. 
                                            Sidoarjo"
33165;29/03/2022;Cerai Gugat;32;44;90;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kab.Sidoarjo;Kecamatan Sedati;Kab.Sidoarjo
33444;29/03/2022;Cerai Gugat;39;40;243;Kekerasan Dalam Rumah Tangga;"Kec. Balongbendo Kab. Sidoarjo
Alamat Sekarang : Jl.Mandala No.273 RT/009 RW/003 Desa/Kel Semambung Kec";"Kab. Sidoarjo
Alamat Sekarang : Jl.Mandala No.273 RT/009 RW/003 Desa/Kel Semambung Kec";Kec. Balongbendo Kab. Sidoarjo;Kab. Sidoarjo
33446;29/03/2022;Cerai Gugat;28;32;89;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Gedangan;Kabupaten Sidoarjo
33449;29/03/2022;Cerai Gugat;41;42;9;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kabupaten Sidoarjo;Kecamatan Porong;Kabupaten Sidoarjo
33452;29/03/2022;Cerai Talak;45;46;272;Peselisihan dan Pertengkaran Terus Menerus;Gempol;Kabupaten Pasuruan;Kecamatan Jabon;Kabupaten Pasuruan Domisili sekarang : Dusun Kajar
33453;29/03/2022;Cerai Talak;25;25;31;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Krembung;Kabupaten Sidoarjo;Kecamatan Candi;Kabupaten Sidoarjo
33457;29/03/2022;Cerai Talak;30;26;20;Peselisihan dan Pertengkaran Terus Menerus;Kec. Taman Sidoarjo;Simowau Indah A/19 RT 010 RW 004 Kel. Sepanjang Kec. Taman Sidoarjo;Kec. Taman Sidoarjo (Rumah Ibuke Huda);Mloko Selatan RT 37 RW 03 Desa Geluran Kec. Taman Sidoarjo (Rumah Ibuke Huda)
33458;29/03/2022;Cerai Gugat;39;43;267;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tanggulangin;Kabupaten Sidoarjo;Kecamatan Tanggulangin;Kabupaten Sidoarjo. Domisili sekarang : Dusun Sentul
33477;29/03/2022;Cerai Talak;26;;28;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Gedangan;Kab. Sidoarjo;Kecamatan Gedangan;Kab. Sidoarjo
33480;29/03/2022;Cerai Talak;34;36;16;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;"Kecamatan 
                                Sidoarjo";Kabupaten Sidoarjo
33481;29/03/2022;Cerai Gugat;22;25;75;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Wonoayu;Kabupaten Sidoarjo;Kecamatan Wonoayu;Kabupaten Sidoarjo (bapak Marsudi Rumah Orang tua Tergugat)
33490;29/03/2022;Cerai Gugat;31;36;84;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;Kabupaten Sidoarjo;Kecamatan Sidoarjo;Kabupaten Sidoarjo
33493;29/03/2022;Cerai Gugat;48;82;169;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sidoarjo;"Kabupaten Sidoarjo 
  (Alamat Sekarang )Jalan Singamangaraja ";Kecamatan Sidoarjo;Kabupaten Sidoarjo
33495;29/03/2022;Cerai Gugat;25;36;79;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo Dan Sekarang    tinggal di Dusun Mbayung RT.010 RW.003 Desa Panggreh   Kecamatan Jabon Kabupaten Sidoarjo;Sidoarjo;Kabupaten Sidoarjo
33254;29/03/2022;Cerai Talak;29;30;66;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Tarik;Kabupaten Sidoarjo;Kecamatan Gempol;Kabupaten Pasuruan (Rumah Kontrakan)
29930;29/03/2022;Cerai Talak;53;26;32;Peselisihan dan Pertengkaran Terus Menerus;"Kec.Taman Sidoarjo
               Alamat Sekarang  : DUSUN Sonosari DESA Seketi 
                                     RT 02 RW 09  
                                    Kec. Balongbendo Sidoarjo";"Taman Pondok Jati AA no 10  
                                      RT 23   / RW 04
          Kel.Geluran Kec.Taman Sidoarjo
               Alamat Sekarang  : DUSUN Sonosari DESA Seketi 
                                     RT 02 RW 09  
                                    Kec. Balongbendo Sidoarjo";"Kec.Mojoagung  Jombang
              Alamat Sekarang        : Perum.Juanda Regency A/5
                                       Sedati Sidoarjo";"DSN Kademangan RT 02 / RW 02
           Kel.Kademangan 
                                      Kec.Mojoagung  Jombang
              Alamat Sekarang        : Perum.Juanda Regency A/5
                                       Sedati Sidoarjo"
33068;30/03/2022;Cerai Gugat;26;28;89;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Sukidono;Kabupaten Sidoarjo;Kecamatan Pabean Cantian;Kota Surabaya
33368;30/03/2022;Cerai Talak;30;36;95;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kabupaten Sidoarjo;Kecamatan Jombang;Kabupaten Jombang
33375;30/03/2022;Cerai Talak;59;53;202;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kab. Sidoarjo;Kecamatan Balongbendo;Kab. Sidoarjo
33159;30/03/2022;Cerai Talak;27;;17;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Balongbendo;Kab. Sidoarjo;Kecamatan Tarik;Kab. Sidoarjo
32396;30/03/2022;Cerai Talak;35;32;89;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Porong;Kabupaten Sidoarjo (Alamat Sekarang) Dusun Wonokoyo;Kecamatan Porong;Kabupaten Sidoarjo
33443;30/03/2022;Cerai Gugat;58;68;122;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Candi;Kabupaten Sidoarjo;Kecamatan Cibinong;Kabupaten Bogor
33191;30/03/2022;Cerai Gugat;26;31;83;Kekerasan Dalam Rumah Tangga;WEDORO MASJID RT.01 RW.05 ,WARu SIDOARJO;WARu SIDOARJO;KEC. WARU Kabupaten Sidoarjo;Kabupaten Sidoarjo
33467;30/03/2022;Cerai Gugat;31;;133;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Jabon;Kabupaten Sidoarjo;Kecamatan Jabon;Kabupaten Sidoarjo
33482;30/03/2022;Cerai Gugat;26;27;62;Ekonomi;Sidoarjo;Kabupaten Sidoarjo;Kecamatan Waru;Kabupaten Sidoarjo. (Alamat Rumah Orang Tua Tergugat)
33487;30/03/2022;Cerai Talak;36;37;199;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;Kab. Sidoarjo;Kecamatan Taman;Kab. Sidoarjo
32978;30/03/2022;Cerai Gugat;40;40;246;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Taman;"Kabupaten Sidoarjo
(Alamat Sekarang) Dusun Geluran";Kecamatan Sukodono;Kabupaten Sidoarjo
33546;31/03/2022;Cerai Gugat;56;53;294;Peselisihan dan Pertengkaran Terus Menerus;Kecamatan Waru;Kabupaten Sidoarjo;Kecamatan Wonokromo;Kota Surabaya
